age,education,hours-per-week,native-country,salary
40, Prof-school,40, United-States, >50K
35, Some-college,60, United-States, <=50K
50, Some-college,40, United-States, <=50K
18, Some-college,10, United-States, <=50K
33, Assoc-voc,40, United-States, <=50K
59, 7th-8th,70, United-States, <=50K
17, 11th,20, United-States, <=50K
47, HS-grad,40, United-States, >50K
51, Some-college,50, United-States, <=50K
26, Bachelors,40, United-States, <=50K
32, Some-college,40, France, >50K
55, HS-grad,40, United-States, <=50K
36, Some-college,40, United-States, <=50K
54, HS-grad,40, United-States, >50K
19, HS-grad,30, United-States, <=50K
32, Masters,45, United-States, >50K
52, Doctorate,40, United-States, >50K
39, HS-grad,28, Jamaica, <=50K
39, HS-grad,45, United-States, <=50K
59, HS-grad,50, United-States, >50K
55, Bachelors,40, United-States, <=50K
54, HS-grad,60, United-States, >50K
31, HS-grad,40, United-States, <=50K
19, 11th,25, United-States, <=50K
30, HS-grad,40, United-States, <=50K
47, Bachelors,40, United-States, <=50K
31, Assoc-acdm,40, United-States, <=50K
32, Bachelors,47, Iran, <=50K
33, Assoc-voc,40, United-States, <=50K
31, HS-grad,40, United-States, <=50K
32, HS-grad,40, United-States, <=50K
46, HS-grad,35, Mexico, <=50K
29, HS-grad,20, France, <=50K
41, HS-grad,40, United-States, <=50K
39, HS-grad,60, United-States, >50K
34, HS-grad,20, United-States, >50K
23, Bachelors,24, United-States, <=50K
53, Masters,65, United-States, >50K
45, HS-grad,40, Thailand, <=50K
34, Bachelors,10, United-States, >50K
47, HS-grad,40, United-States, <=50K
24, 7th-8th,60, United-States, <=50K
42, Masters,35, United-States, >50K
53, Some-college,40, United-States, <=50K
38, HS-grad,55, United-States, <=50K
26, HS-grad,70, United-States, <=50K
18, 11th,20, United-States, <=50K
43, 10th,40, United-States, <=50K
26, Bachelors,32, United-States, <=50K
47, Bachelors,40, United-States, <=50K
26, Assoc-voc,65, United-States, >50K
21, Some-college,20, United-States, <=50K
32, Some-college,38, United-States, <=50K
48, Doctorate,55, United-States, >50K
39, Masters,60, United-States, >50K
58, Bachelors,40, United-States, <=50K
55, 7th-8th,60, United-States, <=50K
40, HS-grad,55, United-States, <=50K
33, HS-grad,40, United-States, <=50K
74, Doctorate,25, United-States, >50K
49, HS-grad,55, United-States, <=50K
56, 11th,65, Greece, >50K
29, Bachelors,40, United-States, >50K
25, Assoc-acdm,48, United-States, <=50K
57, 12th,40, United-States, <=50K
29, HS-grad,40, United-States, <=50K
28, HS-grad,40, United-States, <=50K
59, HS-grad,40, United-States, >50K
30, Bachelors,60, United-States, >50K
28, HS-grad,40, United-States, <=50K
19, Some-college,20, United-States, <=50K
40, Some-college,45, United-States, <=50K
28, Some-college,40, United-States, <=50K
48, Bachelors,55, United-States, >50K
20, Some-college,10, Canada, <=50K
58, Bachelors,35, United-States, >50K
19, Some-college,30, United-States, <=50K
75, HS-grad,8, United-States, <=50K
24, Bachelors,30, United-States, <=50K
31, HS-grad,45, United-States, <=50K
28, HS-grad,35, United-States, <=50K
41, HS-grad,45, United-States, <=50K
23, Some-college,35, United-States, <=50K
46, HS-grad,43, United-States, >50K
33, 12th,40, United-States, <=50K
34, Some-college,50, United-States, <=50K
47, Bachelors,50, United-States, <=50K
81, HS-grad,26, United-States, >50K
45, HS-grad,40, Columbia, <=50K
35, HS-grad,40, Cambodia, <=50K
59, Bachelors,50, United-States, >50K
46, Bachelors,48, United-States, >50K
39, HS-grad,35, United-States, <=50K
23, Some-college,40, United-States, <=50K
25, Assoc-acdm,40, United-States, <=50K
37, 1st-4th,40, United-States, <=50K
49, Some-college,50, United-States, >50K
25, HS-grad,48, United-States, <=50K
32, Bachelors,60, United-States, >50K
34, Some-college,40, United-States, <=50K
40, Bachelors,40, United-States, >50K
33, HS-grad,40, United-States, <=50K
78, 7th-8th,20, United-States, <=50K
31, Bachelors,43, United-States, >50K
61, Some-college,25, United-States, <=50K
22, HS-grad,40, United-States, <=50K
29, Assoc-voc,40, Laos, <=50K
37, HS-grad,40, United-States, <=50K
35, 11th,40, United-States, <=50K
52, Masters,60, United-States, >50K
37, HS-grad,30, United-States, <=50K
18, 11th,20, United-States, <=50K
37, 10th,48, United-States, <=50K
46, Prof-school,40, United-States, >50K
25, 11th,40, United-States, <=50K
47, Bachelors,40, United-States, >50K
55, Bachelors,60, United-States, >50K
32, Some-college,40, ?, <=50K
25, Some-college,50, United-States, <=50K
50, HS-grad,40, United-States, <=50K
18, 12th,20, United-States, <=50K
25, 9th,40, Mexico, <=50K
23, Bachelors,40, United-States, <=50K
51, HS-grad,40, United-States, <=50K
47, HS-grad,65, United-States, <=50K
37, HS-grad,40, United-States, <=50K
37, Some-college,25, United-States, >50K
27, 5th-6th,40, ?, <=50K
19, 11th,25, United-States, <=50K
52, 12th,40, United-States, <=50K
25, Assoc-voc,45, United-States, <=50K
17, 12th,40, United-States, <=50K
21, HS-grad,40, United-States, <=50K
41, Assoc-voc,60, United-States, <=50K
55, HS-grad,40, United-States, >50K
20, 10th,40, United-States, <=50K
24, Some-college,40, United-States, <=50K
41, Bachelors,38, United-States, >50K
23, Some-college,35, United-States, <=50K
33, HS-grad,40, United-States, <=50K
29, Bachelors,45, United-States, >50K
50, Some-college,40, United-States, <=50K
37, 11th,60, ?, <=50K
48, Assoc-voc,40, United-States, >50K
19, Some-college,10, United-States, <=50K
40, Some-college,40, United-States, <=50K
30, HS-grad,70, United-States, <=50K
65, 11th,20, United-States, <=50K
44, Bachelors,48, United-States, <=50K
32, Bachelors,45, United-States, <=50K
41, Some-college,65, United-States, >50K
28, 7th-8th,55, United-States, <=50K
44, Assoc-voc,48, United-States, >50K
39, Assoc-acdm,55, United-States, <=50K
59, HS-grad,40, United-States, <=50K
31, Masters,60, France, >50K
34, HS-grad,40, United-States, <=50K
20, HS-grad,40, United-States, <=50K
33, Bachelors,40, United-States, <=50K
52, Doctorate,65, United-States, >50K
31, Assoc-acdm,44, United-States, <=50K
39, HS-grad,43, United-States, <=50K
35, HS-grad,45, United-States, <=50K
37, HS-grad,40, United-States, <=50K
44, Prof-school,32, United-States, >50K
28, Assoc-acdm,65, United-States, <=50K
17, 11th,15, United-States, <=50K
23, Bachelors,60, United-States, <=50K
35, HS-grad,80, United-States, >50K
19, Some-college,20, United-States, <=50K
30, HS-grad,40, United-States, <=50K
27, Bachelors,40, United-States, <=50K
29, HS-grad,50, United-States, <=50K
27, Assoc-voc,65, Greece, >50K
37, HS-grad,45, United-States, >50K
44, Assoc-voc,50, United-States, >50K
34, Bachelors,55, United-States, >50K
43, HS-grad,40, United-States, <=50K
41, HS-grad,40, United-States, <=50K
34, HS-grad,50, United-States, <=50K
23, Some-college,45, United-States, <=50K
51, HS-grad,20, United-States, <=50K
24, Assoc-acdm,40, United-States, <=50K
38, HS-grad,24, United-States, >50K
24, HS-grad,40, United-States, <=50K
53, Doctorate,40, United-States, >50K
33, Some-college,56, United-States, >50K
24, HS-grad,40, United-States, <=50K
45, Masters,40, United-States, >50K
31, 11th,50, United-States, <=50K
38, Some-college,47, United-States, <=50K
28, Bachelors,50, United-States, >50K
38, Assoc-voc,50, United-States, >50K
25, Bachelors,50, United-States, <=50K
29, Some-college,40, United-States, <=50K
29, HS-grad,50, United-States, <=50K
48, HS-grad,50, United-States, >50K
24, Assoc-voc,40, Philippines, <=50K
31, HS-grad,30, United-States, <=50K
36, Some-college,45, United-States, <=50K
62, Bachelors,50, United-States, >50K
25, Bachelors,40, United-States, <=50K
55, HS-grad,40, United-States, <=50K
21, Some-college,40, Poland, <=50K
60, 9th,45, United-States, <=50K
41, Assoc-acdm,40, United-States, <=50K
43, HS-grad,40, United-States, <=50K
30, HS-grad,40, United-States, >50K
47, Some-college,40, United-States, <=50K
50, HS-grad,40, United-States, <=50K
41, HS-grad,55, United-States, >50K
23, HS-grad,40, Puerto-Rico, <=50K
38, 7th-8th,40, United-States, <=50K
30, Assoc-acdm,40, England, <=50K
35, HS-grad,40, United-States, <=50K
25, Some-college,35, United-States, <=50K
61, Prof-school,20, United-States, <=50K
71, HS-grad,70, United-States, <=50K
35, HS-grad,40, United-States, <=50K
35, HS-grad,40, United-States, <=50K
38, HS-grad,40, Scotland, <=50K
27, Assoc-voc,40, United-States, <=50K
51, 1st-4th,35, Portugal, <=50K
55, Assoc-acdm,40, United-States, <=50K
45, Bachelors,55, United-States, <=50K
33, Assoc-voc,40, United-States, <=50K
25, Some-college,40, United-States, <=50K
52, Doctorate,38, United-States, >50K
46, Some-college,17, United-States, <=50K
34, Some-college,20, United-States, <=50K
52, Bachelors,40, United-States, <=50K
47, Some-college,40, United-States, <=50K
46, Bachelors,40, United-States, <=50K
36, Some-college,60, United-States, >50K
69, 7th-8th,48, United-States, <=50K
34, Some-college,40, United-States, >50K
36, HS-grad,65, United-States, <=50K
31, HS-grad,40, United-States, <=50K
31, HS-grad,40, United-States, >50K
38, Bachelors,40, United-States, <=50K
57, Some-college,35, United-States, <=50K
24, Assoc-acdm,20, United-States, <=50K
37, HS-grad,45, United-States, <=50K
69, Some-college,72, United-States, >50K
39, Masters,40, United-States, >50K
38, Assoc-voc,40, United-States, <=50K
34, HS-grad,40, United-States, <=50K
21, HS-grad,40, United-States, <=50K
21, Some-college,20, United-States, <=50K
61, HS-grad,40, United-States, <=50K
35, HS-grad,45, United-States, <=50K
29, Some-college,55, Outlying-US(Guam-USVI-etc), <=50K
18, 10th,30, United-States, <=50K
41, HS-grad,45, United-States, <=50K
42, 12th,60, ?, >50K
52, Masters,40, United-States, >50K
38, 12th,17, United-States, <=50K
51, HS-grad,50, United-States, <=50K
55, HS-grad,40, Philippines, <=50K
20, Some-college,40, United-States, <=50K
23, Some-college,40, United-States, <=50K
24, Assoc-acdm,40, United-States, <=50K
48, Bachelors,40, United-States, <=50K
22, HS-grad,40, United-States, <=50K
22, Some-college,15, United-States, <=50K
28, Some-college,40, United-States, <=50K
28, Masters,45, France, >50K
34, Bachelors,55, United-States, >50K
25, HS-grad,40, United-States, <=50K
48, HS-grad,50, United-States, <=50K
32, HS-grad,43, United-States, <=50K
31, 9th,35, United-States, <=50K
65, HS-grad,25, United-States, <=50K
56, Some-college,35, United-States, <=50K
22, Assoc-voc,75, United-States, <=50K
27, Bachelors,50, United-States, <=50K
27, HS-grad,40, United-States, <=50K
30, Masters,45, United-States, <=50K
33, Some-college,40, United-States, <=50K
50, Bachelors,43, United-States, >50K
19, Some-college,22, United-States, <=50K
42, HS-grad,40, United-States, <=50K
37, HS-grad,40, United-States, <=50K
26, HS-grad,40, United-States, <=50K
32, 12th,40, United-States, <=50K
43, Some-college,40, United-States, <=50K
47, HS-grad,40, United-States, <=50K
26, Bachelors,40, United-States, >50K
24, Some-college,40, United-States, <=50K
34, 11th,70, United-States, <=50K
33, HS-grad,45, United-States, <=50K
35, Masters,40, Taiwan, >50K
57, HS-grad,50, United-States, >50K
45, HS-grad,7, United-States, <=50K
42, Some-college,40, United-States, <=50K
25, Bachelors,35, United-States, <=50K
56, HS-grad,40, United-States, >50K
25, HS-grad,40, United-States, <=50K
23, Bachelors,50, United-States, <=50K
35, Some-college,50, United-States, <=50K
28, 9th,52, United-States, <=50K
41, Assoc-acdm,60, United-States, >50K
26, HS-grad,40, United-States, <=50K
37, HS-grad,30, United-States, <=50K
22, HS-grad,20, Puerto-Rico, <=50K
30, Bachelors,40, United-States, <=50K
42, Bachelors,40, United-States, <=50K
38, Assoc-voc,30, United-States, <=50K
49, Preschool,40, ?, <=50K
27, Bachelors,60, United-States, >50K
43, HS-grad,40, United-States, >50K
68, Some-college,40, United-States, <=50K
41, HS-grad,40, United-States, <=50K
25, HS-grad,40, United-States, <=50K
23, Bachelors,40, United-States, <=50K
68, Bachelors,40, Ireland, >50K
17, 10th,25, United-States, <=50K
45, Bachelors,40, United-States, <=50K
45, Assoc-voc,40, United-States, >50K
30, Some-college,40, United-States, >50K
49, Some-college,20, United-States, <=50K
42, Some-college,45, United-States, >50K
29, HS-grad,40, United-States, <=50K
21, Some-college,40, United-States, <=50K
20, Some-college,19, United-States, <=50K
59, 11th,35, United-States, <=50K
26, 10th,55, United-States, <=50K
25, Masters,37, United-States, <=50K
33, HS-grad,55, United-States, >50K
35, HS-grad,40, United-States, <=50K
45, HS-grad,40, United-States, >50K
66, Some-college,28, United-States, <=50K
67, 5th-6th,40, United-States, <=50K
33, Assoc-acdm,36, United-States, <=50K
38, HS-grad,40, Puerto-Rico, <=50K
72, HS-grad,12, United-States, <=50K
21, Some-college,12, United-States, <=50K
39, Some-college,60, United-States, <=50K
41, HS-grad,40, United-States, >50K
22, Some-college,12, United-States, <=50K
49, Some-college,50, United-States, >50K
24, Bachelors,32, United-States, <=50K
25, 11th,40, United-States, <=50K
26, Some-college,40, United-States, <=50K
50, HS-grad,40, United-States, <=50K
23, HS-grad,40, United-States, <=50K
41, 10th,48, United-States, <=50K
60, HS-grad,40, United-States, <=50K
67, HS-grad,7, United-States, <=50K
77, Bachelors,14, United-States, <=50K
62, Some-college,60, United-States, <=50K
22, Some-college,35, United-States, <=50K
37, Some-college,40, United-States, <=50K
17, 11th,10, United-States, <=50K
52, Masters,40, United-States, >50K
31, HS-grad,35, United-States, <=50K
23, Bachelors,40, United-States, <=50K
27, HS-grad,50, Mexico, <=50K
38, Some-college,45, United-States, <=50K
23, 10th,40, United-States, <=50K
22, Some-college,40, United-States, <=50K
61, HS-grad,40, United-States, <=50K
55, 5th-6th,40, Mexico, <=50K
23, Some-college,40, United-States, <=50K
39, 5th-6th,40, Philippines, <=50K
38, Doctorate,50, United-States, >50K
25, Some-college,40, United-States, <=50K
25, Bachelors,44, Philippines, <=50K
66, Some-college,24, United-States, <=50K
30, Some-college,40, United-States, <=50K
32, HS-grad,40, United-States, <=50K
43, Some-college,40, United-States, >50K
18, 7th-8th,30, Mexico, <=50K
20, 11th,60, United-States, <=50K
20, HS-grad,45, United-States, <=50K
34, Masters,40, United-States, <=50K
33, Assoc-acdm,40, United-States, <=50K
40, HS-grad,60, United-States, <=50K
33, HS-grad,60, United-States, >50K
30, HS-grad,42, United-States, <=50K
41, Preschool,30, United-States, <=50K
20, Some-college,12, United-States, <=50K
40, Bachelors,50, United-States, >50K
44, Bachelors,40, United-States, <=50K
50, 5th-6th,35, Philippines, <=50K
38, Prof-school,30, United-States, <=50K
30, HS-grad,25, United-States, <=50K
45, Some-college,40, United-States, <=50K
25, Bachelors,40, United-States, <=50K
22, Some-college,40, United-States, <=50K
25, Some-college,40, United-States, <=50K
63, Bachelors,40, United-States, <=50K
55, HS-grad,40, United-States, >50K
26, Some-college,30, United-States, <=50K
22, Some-college,40, United-States, <=50K
41, HS-grad,40, United-States, <=50K
21, Assoc-voc,40, United-States, <=50K
39, HS-grad,40, United-States, <=50K
82, Assoc-voc,8, United-States, <=50K
18, 11th,15, United-States, <=50K
60, 11th,40, United-States, <=50K
22, Some-college,20, United-States, <=50K
39, Some-college,40, United-States, >50K
34, HS-grad,40, United-States, <=50K
50, Masters,30, ?, <=50K
53, Some-college,40, United-States, <=50K
27, HS-grad,60, United-States, <=50K
37, Some-college,50, United-States, <=50K
25, HS-grad,50, Mexico, <=50K
33, Some-college,60, Peru, <=50K
34, Bachelors,55, United-States, <=50K
35, Assoc-voc,65, United-States, <=50K
51, Some-college,45, United-States, >50K
33, 10th,40, United-States, <=50K
57, HS-grad,60, United-States, >50K
25, Some-college,40, United-States, <=50K
56, 7th-8th,40, United-States, <=50K
34, Bachelors,85, England, >50K
36, Bachelors,40, United-States, <=50K
46, HS-grad,40, United-States, >50K
55, HS-grad,45, United-States, >50K
88, Prof-school,40, United-States, <=50K
60, Some-college,35, Columbia, <=50K
40, Masters,20, United-States, <=50K
21, Some-college,55, United-States, <=50K
46, HS-grad,36, United-States, <=50K
56, Doctorate,50, United-States, <=50K
36, HS-grad,60, United-States, <=50K
67, Some-college,40, United-States, <=50K
35, Some-college,60, United-States, <=50K
20, Some-college,40, United-States, <=50K
34, HS-grad,40, United-States, <=50K
23, HS-grad,40, Philippines, <=50K
19, HS-grad,30, United-States, <=50K
19, Some-college,15, United-States, <=50K
25, Some-college,40, United-States, <=50K
53, HS-grad,40, United-States, <=50K
18, Some-college,40, Cambodia, <=50K
31, HS-grad,91, United-States, <=50K
