Restaurant Name,City,Cuisines,Average Cost for two,Has Table booking,Has Online delivery,Price range,Aggregate rating,Rating color,Rating text,Votes
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,1,3.5,Yellow,Good,52
Hunger Must Die,New Delhi,"Italian, North Indian, Chinese, Mughlai",500,No,Yes,2,3.7,Yellow,Good,99
Kolkata Kathi Roll,New Delhi,Fast Food,150,No,No,1,3.6,Yellow,Good,82
Max Grille and Kitchen,New Delhi,"North Indian, Mughlai, Chinese",850,Yes,Yes,2,3.5,Yellow,Good,99
Moti Sweets,New Delhi,"Mithai, Street Food",100,No,No,1,3.6,Yellow,Good,114
Nazeer Foods,New Delhi,"North Indian, Mughlai, Chinese",650,No,No,2,3.6,Yellow,Good,427
Nikashee,New Delhi,"Chinese, Thai",600,No,No,2,3.7,Yellow,Good,408
Noodle Box,New Delhi,"Chinese, Thai",700,No,Yes,2,3.5,Yellow,Good,60
Pema's,New Delhi,"Chinese, Tibetan, Japanese",700,No,Yes,2,3.6,Yellow,Good,412
Plumber - The Lounge,New Delhi,"Thai, Chinese, North Indian",1500,No,No,3,3.9,Yellow,Good,38
Pudding & Pie,New Delhi,"Bakery, Fast Food",450,No,No,1,3.7,Yellow,Good,137
RP's Restaurant,New Delhi,"Mughlai, North Indian, Chinese",700,No,Yes,2,3.5,Yellow,Good,259
Soi Thai,New Delhi,"Thai, Japanese",1500,No,Yes,3,3.6,Yellow,Good,148
Speedy Chow,New Delhi,"Chinese, Thai",850,No,Yes,2,3.6,Yellow,Good,268
Stoned Age Kitchen,New Delhi,Continental,400,No,Yes,1,3.9,Yellow,Good,91
Suribachi,New Delhi,"Asian, North Indian, Continental",1500,Yes,Yes,3,3.5,Yellow,Good,104
Swagath,New Delhi,"North Indian, Chinese, Seafood, Chettinad",1500,Yes,No,3,3.5,Yellow,Good,168
The Delhi Canteen,New Delhi,"North Indian, Continental, Asian, Chinese, Thai",1000,Yes,Yes,3,3.6,Yellow,Good,305
The Grill Kitchen,New Delhi,"North Indian, Mughlai",650,No,Yes,2,3.8,Yellow,Good,75
The Midnight Heroes,New Delhi,"North Indian, Biryani, Chinese, Fast Food",950,No,Yes,2,3.7,Yellow,Good,41
The Salad Bowl,New Delhi,"Healthy Food, Salad",800,No,Yes,2,3.5,Yellow,Good,34
Domino's Pizza,New Delhi,"Pizza, Fast Food",700,No,No,2,2.3,Red,Poor,185
Food Army,New Delhi,"North Indian, Mughlai, Chinese",450,No,Yes,1,2.3,Red,Poor,18
Moti Restaurant,New Delhi,"North Indian, South Indian, Chinese, Mughlai",550,No,Yes,2,2.4,Red,Poor,137
New Baba Da Dhaba,New Delhi,"North Indian, Mughlai, Chinese",400,No,Yes,1,2.0,Red,Poor,84
Tunday Kababi,New Delhi,"Lucknowi, Mughlai",600,No,Yes,2,2.2,Red,Poor,182
Dilli BC,New Delhi,"North Indian, Mughlai",700,No,Yes,2,4.4,Green,Very Good,84
Litti.In,New Delhi,Bihari,300,No,Yes,1,4.0,Green,Very Good,308
Nizam's Kathi Kabab,New Delhi,"North Indian, Fast Food",900,Yes,Yes,2,4.0,Green,Very Good,153
Pepper Kitchen,New Delhi,"Cafe, American, Italian",500,No,Yes,2,4.0,Green,Very Good,244
Rustom's Cafe & Bakery,New Delhi,"Cafe, Bakery, Parsi",700,No,Yes,2,4.1,Green,Very Good,84
Salad Days,New Delhi,"Healthy Food, Salad",800,No,Yes,2,4.0,Green,Very Good,255
Stop My Starvation,New Delhi,"Cafe, Desserts",300,No,Yes,1,4.3,Green,Very Good,126
Sushi Junction,New Delhi,"Sushi, Japanese, Healthy Food",1000,No,Yes,3,4.0,Green,Very Good,53
Vero Gusto,New Delhi,"Cafe, Fast Food, Healthy Food",250,No,Yes,1,4.1,Green,Very Good,135
Snack Junction,New Delhi,Chinese,300,No,No,1,3.2,Orange,Average,10
Turant,New Delhi,Chinese,300,No,No,1,3.3,Orange,Average,47
Snacks Point,New Delhi,Fast Food,100,No,No,1,0.0,White,Not rated,1
The Sweet Spot,New Delhi,Bakery,600,No,No,2,0.0,White,Not rated,2
Kafe @ Museum,New Delhi,"North Indian, Continental",300,No,No,1,0.0,White,Not rated,2
Friends Cafe,New Delhi,North Indian,500,No,No,2,0.0,White,Not rated,2
Aromas of Pind,New Delhi,"North Indian, Chinese",1200,Yes,Yes,3,4.2,Green,Very Good,278
Apna Dhaba and Caters,New Delhi,North Indian,300,No,No,1,3.2,Orange,Average,20
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,Yes,1,2.7,Orange,Average,7
Jai Shree Durga South Indian Corner,New Delhi,"South Indian, Chinese",350,No,No,1,3.0,Orange,Average,6
Malabar Catering House,New Delhi,"Biryani, Kerala",400,No,No,1,3.2,Orange,Average,13
Meenakshi Bhawan,New Delhi,"South Indian, Chinese",300,No,No,1,3.1,Orange,Average,14
New Raja Sweets,New Delhi,"Mithai, Street Food",150,No,No,1,2.9,Orange,Average,18
Pizza Treat,New Delhi,"Pizza, Fast Food",250,No,No,1,3.0,Orange,Average,6
Pudding & Pie,New Delhi,"Bakery, Fast Food",450,No,No,1,3.1,Orange,Average,7
Rita Chinese Food,New Delhi,Chinese,350,No,No,1,3.1,Orange,Average,10
Vibes of Punjab,New Delhi,"North Indian, Mughlai, Chinese",700,No,No,2,3.2,Orange,Average,21
Ramji Di Hatti & Caterers,New Delhi,North Indian,350,No,No,1,3.5,Yellow,Good,25
Spicy Tadka,New Delhi,"North Indian, Chinese",600,No,Yes,2,3.5,Yellow,Good,24
Mr. Tandoori Lal,New Delhi,"Chinese, North Indian",300,No,No,1,0.0,White,Not rated,3
Om Sweets & Caterers,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,3
Sardar Ji Take Away & Caterers,New Delhi,"North Indian, Chinese",450,No,No,1,0.0,White,Not rated,2
9 is Mine,New Delhi,Fast Food,300,No,Yes,1,2.6,Orange,Average,4
Aashirwad,New Delhi,"Chinese, North Indian",450,No,No,1,3.2,Orange,Average,19
Aggarwal Sweet & Bakers,New Delhi,"Mithai, Street Food",150,No,No,1,2.9,Orange,Average,5
Amit Hotel,New Delhi,North Indian,150,No,No,1,2.9,Orange,Average,7
Angrezee Dhaba,New Delhi,"North Indian, Mughlai, Chinese",350,No,Yes,1,2.8,Orange,Average,7
Ankur Family Restaurant,New Delhi,North Indian,300,No,No,1,2.9,Orange,Average,4
Bansal Sweet,New Delhi,"Desserts, Street Food",150,No,No,1,2.7,Orange,Average,20
Baskin Robbins,New Delhi,Ice Cream,300,No,Yes,1,3.1,Orange,Average,13
Caravan Resto Bar,New Delhi,"North Indian, Chinese, Mughlai",1100,Yes,Yes,3,3.2,Orange,Average,51
Celebration Multi Cuisine Restaurant,New Delhi,"North Indian, Chinese",500,No,No,2,2.7,Orange,Average,14
Chatto Chapati,New Delhi,North Indian,250,No,No,1,3.0,Orange,Average,8
Chawla's�_,New Delhi,"North Indian, Mughlai",750,Yes,No,2,2.7,Orange,Average,29
China Town,New Delhi,Chinese,300,No,Yes,1,2.7,Orange,Average,11
China Town,New Delhi,Chinese,350,No,No,1,2.7,Orange,Average,28
Dazzle Pastry Shop,New Delhi,"Bakery, Fast Food",150,No,No,1,2.6,Orange,Average,25
Delicacy Foods,New Delhi,"North Indian, Mughlai, Chinese",650,No,No,2,3.2,Orange,Average,86
Dolphin Rolls,New Delhi,"Fast Food, Chinese",200,No,No,1,2.9,Orange,Average,6
Durbar Restaurant,New Delhi,"North Indian, Chinese",500,No,No,2,2.7,Orange,Average,33
Ever Green Pastry Shop,New Delhi,Bakery,200,No,No,1,3.1,Orange,Average,34
Evergreen Sweets Corner,New Delhi,"Mithai, Street Food",100,No,No,1,3.0,Orange,Average,8
Great Plates By AJ,New Delhi,"North Indian, Chinese, Mughlai",900,Yes,Yes,2,3.1,Orange,Average,77
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,1,3.2,Orange,Average,24
Haqeem's,New Delhi,North Indian,250,No,No,1,2.7,Orange,Average,14
Himalaya Food Corner,New Delhi,"North Indian, Mughlai, Chinese",500,No,No,2,2.7,Orange,Average,46
Hot Joint Fast Food,New Delhi,"Chinese, Fast Food",350,No,No,1,2.6,Orange,Average,61
Hyderabadi Dum Biryani,New Delhi,"Biryani, Hyderabadi",650,No,Yes,2,2.7,Orange,Average,60
Kasturi Family Restaurant,New Delhi,"North Indian, Chinese",400,No,Yes,1,3.0,Orange,Average,20
Kerala Cafe,New Delhi,Kerala,300,No,No,1,3.3,Orange,Average,45
Keuchen Paradise,New Delhi,Bakery,300,No,Yes,1,2.8,Orange,Average,8
Kook For Health,New Delhi,"American, Asian, North Indian, Mexican, South Indian",500,No,Yes,2,3.3,Orange,Average,21
Lahorian's Sweets & Bakers,New Delhi,"Street Food, Desserts",250,No,No,1,2.9,Orange,Average,5
Mr. Baker's,New Delhi,"Bakery, Fast Food",100,No,No,1,3.0,Orange,Average,22
Night Food Delivery,New Delhi,"North Indian, Chinese",500,No,Yes,2,2.7,Orange,Average,5
Nine 2 Nine Snacks & Restaurant,New Delhi,"North Indian, Street Food",250,No,No,1,2.9,Orange,Average,5
Punjabi Mirch,New Delhi,North Indian,400,No,No,1,3.0,Orange,Average,4
Rasoi The Food Express,New Delhi,"North Indian, Chinese",600,No,Yes,2,2.6,Orange,Average,53
Republic of Chicken,New Delhi,"Raw Meats, Fast Food",400,No,No,1,2.8,Orange,Average,11
Sandwichai,New Delhi,Fast Food,350,No,Yes,1,3.3,Orange,Average,58
SB's Raisins,New Delhi,"Bakery, Desserts, Fast Food",350,No,Yes,1,2.8,Orange,Average,15
Shanghai Kitchen,New Delhi,"Chinese, Fast Food",300,No,No,1,3.1,Orange,Average,26
Shiv Shakti Restaurant,New Delhi,"South Indian, Chinese",200,No,No,1,3.0,Orange,Average,18
Smoky Chettinad,New Delhi,"South Indian, Chettinad",600,No,No,2,2.8,Orange,Average,49
Spice Fusion,New Delhi,"North Indian, Mughlai",400,No,No,1,3.1,Orange,Average,7
Sweet Toof Designer Cakes,New Delhi,"Bakery, Desserts",250,No,No,1,3.1,Orange,Average,7
The Chef,New Delhi,"North Indian, Chinese",600,No,Yes,2,3.2,Orange,Average,23
The Edge Cafe,New Delhi,"Fast Food, Chinese",400,No,Yes,1,3.1,Orange,Average,53
The Epicure - Fraser Suites,New Delhi,"Asian, Thai, Chinese, North Indian",2000,Yes,No,4,3.1,Orange,Average,80
Udupidarshini Veg Restaurant,New Delhi,"Chinese, North Indian, South Indian",550,No,Yes,2,3.4,Orange,Average,33
36 lebzelter,New Delhi,"Bakery, Desserts",150,No,No,1,3.7,Yellow,Good,39
Baked Buns,New Delhi,"Fast Food, Pizza, Burger",500,No,Yes,2,3.6,Yellow,Good,165
Freakin Beans,New Delhi,Cafe,250,No,No,1,3.7,Yellow,Good,72
Nutri Cafe,New Delhi,Fast Food,500,No,Yes,2,3.7,Yellow,Good,49
Senorita's,New Delhi,"Mexican, North Indian",550,No,No,2,3.7,Yellow,Good,57
Village - The House of Food,New Delhi,"Street Food, Fast Food, Chinese, South Indian, North Indian",300,No,Yes,1,3.7,Yellow,Good,65
Aman Vaishno Dhaba,New Delhi,North Indian,150,No,No,1,0.0,White,Not rated,1
Anupam Hotel,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,2
Bake Bank,New Delhi,"Bakery, Desserts",300,No,No,1,0.0,White,Not rated,0
Buzybee,New Delhi,"Bakery, Desserts",300,No,No,1,0.0,White,Not rated,0
Cafe Tandoor,New Delhi,Fast Food,250,No,No,1,0.0,White,Not rated,2
Chawlas 2,New Delhi,"North Indian, Mughlai",500,No,No,2,0.0,White,Not rated,1
Choksi Chinese,New Delhi,Chinese,200,No,No,1,0.0,White,Not rated,0
Desi Chulha,New Delhi,"North Indian, Chinese",400,No,No,1,0.0,White,Not rated,0
Fumble Foods,New Delhi,"North Indian, Fast Food",150,No,No,1,0.0,White,Not rated,0
Games v/s Cafe,New Delhi,"Cafe, Beverages",200,No,No,1,0.0,White,Not rated,0
Goodies- Snacks N More,New Delhi,"Fast Food, Chinese",400,No,No,1,0.0,White,Not rated,1
Grubhouse Cafe,New Delhi,Fast Food,300,No,No,1,0.0,White,Not rated,0
Mr. Baker's,New Delhi,Bakery,250,No,No,1,0.0,White,Not rated,1
Muradabadi Chicken Biryani & Dhaba,New Delhi,North Indian,450,No,No,1,0.0,White,Not rated,3
Pakiza Restaurant,New Delhi,"North Indian, Mughlai",600,No,No,2,0.0,White,Not rated,2
Riddhi Siddhi Restaurant,New Delhi,"North Indian, Fast Food",200,No,No,1,0.0,White,Not rated,2
Rockers & Shockers,New Delhi,"North Indian, Mughlai, Chinese",550,No,No,2,0.0,White,Not rated,0
Saikutir Food,New Delhi,"North Indian, South Indian, Chinese",200,No,No,1,0.0,White,Not rated,0
Satnaam Foods,New Delhi,North Indian,300,No,No,1,0.0,White,Not rated,0
Senorita's,New Delhi,Mexican,300,No,No,1,0.0,White,Not rated,3
Shri Bala Ji Rasoi,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,0
South Indian,New Delhi,South Indian,150,No,No,1,0.0,White,Not rated,0
Tip Top Eating Corner,New Delhi,North Indian,100,No,No,1,0.0,White,Not rated,0
ToLoveFromLove,New Delhi,"Bakery, Desserts",300,No,No,1,0.0,White,Not rated,0
Tripti Foods,New Delhi,South Indian,200,No,No,1,0.0,White,Not rated,1
U Like,New Delhi,Bakery,150,No,No,1,0.0,White,Not rated,3
Zayka chicken restaurant,New Delhi,"North Indian, Biryani",300,No,No,1,0.0,White,Not rated,0
Cafe Coffee Day,New Delhi,Cafe,450,No,No,1,2.4,Red,Poor,49
Food Fantasy,New Delhi,"North Indian, Chinese, Fast Food",500,No,Yes,2,2.4,Red,Poor,76
Just Chinese,New Delhi,Chinese,300,No,Yes,1,2.4,Red,Poor,36
Agarwal Bikaneri Sweets,New Delhi,"Mithai, Street Food",100,No,No,1,3.1,Orange,Average,12
Bikaner Sweets,New Delhi,Mithai,100,No,No,1,2.8,Orange,Average,14
Breadz,New Delhi,"Bakery, Fast Food",300,No,Yes,1,3.3,Orange,Average,48
Desi Jugaad,New Delhi,"North Indian, Chinese",350,No,No,1,3.2,Orange,Average,12
Food Trax,New Delhi,Chinese,300,No,No,1,2.9,Orange,Average,4
Hub Tub,New Delhi,"Chinese, Fast Food",300,No,No,1,3.0,Orange,Average,7
Malabar Foods,New Delhi,"North Indian, Fast Food",500,No,Yes,2,2.7,Orange,Average,49
Mitra Di Chaap,New Delhi,"Street Food, Fast Food",300,No,No,1,3.0,Orange,Average,5
New Hyderabadi Biryani House,New Delhi,"North Indian, Biryani",500,No,Yes,2,2.5,Orange,Average,25
New Madras Cafe,New Delhi,South Indian,250,No,No,1,2.8,Orange,Average,11
Roll Club,New Delhi,Fast Food,250,No,No,1,3.2,Orange,Average,44
Sanju Cool & Hot Hut,New Delhi,"North Indian, Street Food",250,No,No,1,2.8,Orange,Average,8
Sethi's Kabab & Curries,New Delhi,North Indian,500,No,No,2,3.1,Orange,Average,22
South Indian Fast Food,New Delhi,South Indian,300,No,No,1,3.3,Orange,Average,23
Sweets and Spices,New Delhi,"North Indian, Chinese, South Indian, Fast Food",400,No,No,1,2.8,Orange,Average,69
Urban Degchi Kitchen & Bar,New Delhi,"North Indian, Chinese",1000,Yes,Yes,3,2.6,Orange,Average,94
Wah Ji Wah,New Delhi,"North Indian, Fast Food",400,No,Yes,1,3.1,Orange,Average,81
Zaiqa Kathi Roll & Momos,New Delhi,Street Food,150,No,No,1,3.3,Orange,Average,16
Duggal Snacks,New Delhi,Street Food,50,No,No,1,3.6,Yellow,Good,32
Granny's Flavour,New Delhi,Street Food,150,No,No,1,3.5,Yellow,Good,16
Moustache Coffee,New Delhi,Cafe,400,No,Yes,1,3.7,Yellow,Good,79
Pradeep Pav Bhaji,New Delhi,Street Food,200,No,No,1,3.8,Yellow,Good,94
Sandwich Factory,New Delhi,Cafe,500,No,Yes,2,3.9,Yellow,Good,254
Scorpio Cafe,New Delhi,"Chinese, Fast Food",400,No,Yes,1,3.7,Yellow,Good,410
Veggie-Licious,New Delhi,"North Indian, Chinese, Continental, Fast Food",450,No,Yes,1,3.6,Yellow,Good,100
Creamy Creation,New Delhi,Bakery,300,No,No,1,0.0,White,Not rated,0
Evergreen Food Corner,New Delhi,"Fast Food, Raw Meats",350,No,No,1,0.0,White,Not rated,3
K.D Corner,New Delhi,North Indian,300,No,No,1,0.0,White,Not rated,0
Slice Of Italy,New Delhi,"Italian, Pizza, Bakery",700,No,Yes,2,2.2,Red,Poor,119
Anokha Chinese Hut,New Delhi,"North Indian, Chinese",700,No,No,2,2.6,Orange,Average,27
Bobby Dhaba & Caterers,New Delhi,"North Indian, Mughlai",450,No,No,1,3.1,Orange,Average,5
Clever Fox Cafe,New Delhi,"North Indian, Continental, Chinese",900,Yes,No,2,3.0,Orange,Average,25
Dana Pani,New Delhi,"North Indian, Chinese",300,No,No,1,2.8,Orange,Average,4
Hotel Malabar,New Delhi,Kerala,300,No,No,1,3.0,Orange,Average,24
Lumbini Fast Point,New Delhi,"Chinese, Fast Food",400,No,No,1,3.0,Orange,Average,30
Mayur Restaurant,New Delhi,"North Indian, South Indian, Chinese",400,No,No,1,2.8,Orange,Average,19
MOC - The American Restaurant,New Delhi,"American, Fast Food",400,No,No,1,2.6,Orange,Average,35
Muradabadi Chicken Biryani,New Delhi,North Indian,450,No,No,1,3.3,Orange,Average,28
New Aggarwal Sweet Corner,New Delhi,Mithai,100,No,No,1,2.7,Orange,Average,11
Pizza Castle,New Delhi,"Pizza, Fast Food",500,No,Yes,2,2.7,Orange,Average,29
Punjabi Dhaba,New Delhi,North Indian,200,No,No,1,3.0,Orange,Average,6
Qureshi Chicken Corner,New Delhi,North Indian,200,No,No,1,3.0,Orange,Average,6
Samarpan Fast Food,New Delhi,Chinese,300,No,No,1,2.9,Orange,Average,9
Shaan-E-Tandoorz,New Delhi,North Indian,400,No,No,1,2.9,Orange,Average,5
Sonu Sudh Bhojnalaya,New Delhi,North Indian,250,No,No,1,2.8,Orange,Average,10
The Test,New Delhi,North Indian,500,No,No,2,2.9,Orange,Average,4
True Blue,New Delhi,"Chinese, North Indian",900,Yes,No,2,3.3,Orange,Average,26
Zaika Kathi Rolls,New Delhi,Fast Food,150,No,No,1,3.0,Orange,Average,13
Baked Buns,New Delhi,Fast Food,500,No,Yes,2,3.5,Yellow,Good,90
A One Muradabadi,New Delhi,North Indian,300,No,No,1,0.0,White,Not rated,3
Annapurna,New Delhi,North Indian,100,No,No,1,0.0,White,Not rated,1
Cake Walkers,New Delhi,Bakery,200,No,No,1,0.0,White,Not rated,2
Harish And Sonu Sudh Bhojnalya,New Delhi,North Indian,300,No,No,1,0.0,White,Not rated,1
Mitra Da Dhaba,New Delhi,"North Indian, Chinese",200,No,No,1,0.0,White,Not rated,2
Munchies Midnight Delivery,New Delhi,"Continental, Italian, Fast Food",300,No,No,1,0.0,White,Not rated,1
Muradabadi Chicken Corner,New Delhi,Mughlai,500,No,No,2,0.0,White,Not rated,3
Riyaz Chicken Corner,New Delhi,Biryani,300,No,No,1,0.0,White,Not rated,1
Romano's Pizza,New Delhi,Pizza,300,No,No,1,0.0,White,Not rated,0
Royal Spice,New Delhi,"Continental, North Indian, South Indian",500,No,No,2,0.0,White,Not rated,1
Sonu Bhojanalya,New Delhi,North Indian,250,No,No,1,0.0,White,Not rated,2
The Deshi Bites,New Delhi,North Indian,500,No,No,2,0.0,White,Not rated,0
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,1,3.0,Orange,Average,7
Mahara Hotel,New Delhi,"North Indian, South Indian",400,No,No,1,2.9,Orange,Average,4
Malik Vegetarian Rasoi,New Delhi,North Indian,250,No,No,1,2.9,Orange,Average,9
Yash Aadi Food Corner,New Delhi,"North Indian, Chinese",400,No,No,1,2.9,Orange,Average,6
#hashtag,New Delhi,Cafe,500,No,No,2,0.0,White,Not rated,0
Al Zaika,New Delhi,Mughlai,300,No,No,1,0.0,White,Not rated,1
Ashiyan Foods,New Delhi,"North Indian, Chinese, Continental",700,No,No,2,0.0,White,Not rated,0
Bake My Day,New Delhi,"Bakery, Desserts, Fast Food",250,No,No,1,0.0,White,Not rated,2
Bhutani Chaap,New Delhi,"North Indian, Fast Food",250,No,No,1,0.0,White,Not rated,0
China Pan,New Delhi,"Chinese, Fast Food",200,No,No,1,0.0,White,Not rated,0
Chinese Fast Food,New Delhi,"Chinese, Fast Food",200,No,No,1,0.0,White,Not rated,0
Dilkhush Punjabi Dhaba,New Delhi,North Indian,500,No,No,2,0.0,White,Not rated,3
Dragun Hut,New Delhi,Chinese,400,No,No,1,0.0,White,Not rated,1
Giani's,New Delhi,"Ice Cream, Desserts",400,No,No,1,0.0,White,Not rated,3
Kathi House,New Delhi,Fast Food,200,No,No,1,0.0,White,Not rated,0
Kerala Kitchen & Restaurant,New Delhi,South Indian,250,No,No,1,0.0,White,Not rated,0
Retro Kichen,New Delhi,"Chinese, North Indian",300,No,No,1,0.0,White,Not rated,0
The China Town,New Delhi,Chinese,250,No,No,1,0.0,White,Not rated,1
The Urban Dhaba,New Delhi,North Indian,600,No,No,2,0.0,White,Not rated,1
Twenty Four Seven,New Delhi,"Fast Food, North Indian",300,No,No,1,0.0,White,Not rated,0
McDonald's,New Delhi,"Fast Food, Burger",500,No,No,2,3.4,Orange,Average,91
Moti Mahal Delux Tandoori Trail,New Delhi,"North Indian, Mughlai, Chinese",1000,Yes,Yes,3,3.2,Orange,Average,151
Pizza Hut,New Delhi,"Italian, Pizza, Fast Food",1000,No,No,3,2.8,Orange,Average,83
Dill's Chawla Chik-Inn,New Delhi,"North Indian, Mughlai",700,No,No,2,2.9,Orange,Average,4
Tandoori Zaaika,New Delhi,North Indian,500,No,No,2,3.0,Orange,Average,4
Aap Ki Khatir,New Delhi,"Mughlai, North Indian",400,No,No,1,0.0,White,Not rated,0
Aggarwal Sweets,New Delhi,"Mithai, South Indian, Street Food",250,No,No,1,0.0,White,Not rated,0
Baskin Robbins,New Delhi,Ice Cream,300,No,No,1,0.0,White,Not rated,1
Bikaner Sweets,New Delhi,"Mithai, North Indian, South Indian, Chinese, Street Food, Bakery",400,No,No,1,0.0,White,Not rated,0
Bollywood Khana,New Delhi,"North Indian, Fast Food",150,No,No,1,0.0,White,Not rated,0
Cake And Bakes,New Delhi,Bakery,200,No,No,1,0.0,White,Not rated,0
Cake Point,New Delhi,"Bakery, Desserts",600,No,Yes,2,0.0,White,Not rated,0
Chinese Corner,New Delhi,Chinese,150,No,No,1,0.0,White,Not rated,0
Choudhary Dhaba,New Delhi,North Indian,350,No,No,1,0.0,White,Not rated,2
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,1,0.0,White,Not rated,0
Green Chick Chop,New Delhi,"Raw Meats, North Indian, Fast Food",350,No,No,1,0.0,White,Not rated,3
Gujjar Dhaba,New Delhi,"Mughlai, North Indian",200,No,No,1,0.0,White,Not rated,0
Hotel Aditi,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,1
JMD Food Palace,New Delhi,North Indian,500,No,No,2,0.0,White,Not rated,2
Kitchen Namaste,New Delhi,"North Indian, Chinese",200,No,No,1,0.0,White,Not rated,0
Lajawab Chicken & Fish Fry,New Delhi,Mughlai,350,No,No,1,0.0,White,Not rated,0
Lotus Kitchen,New Delhi,North Indian,100,No,No,1,0.0,White,Not rated,0
Manami Japanese Restaurant,New Delhi,Japanese,1000,Yes,No,3,0.0,White,Not rated,0
Manna Sweets & Restaurant,New Delhi,"Mithai, Bakery, North Indian",200,No,No,1,0.0,White,Not rated,1
Moets Curry Pot,New Delhi,"North Indian, Chinese, Italian",1200,No,No,3,0.0,White,Not rated,1
Mr. Sub,New Delhi,Fast Food,400,No,No,1,0.0,White,Not rated,2
New Gaurav Dhaba,New Delhi,North Indian,250,No,No,1,0.0,White,Not rated,0
Pandit Ji Ki Apni Rasoi,New Delhi,North Indian,250,No,Yes,1,0.0,White,Not rated,2
Rajdhani Restaurant,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,0
Saraswati Food Corner,New Delhi,"Chinese, North Indian, South Indian",250,No,No,1,0.0,White,Not rated,1
Shri Balaji Bhojnalaya,New Delhi,North Indian,250,No,No,1,0.0,White,Not rated,1
Swadist Bhojnalaya,New Delhi,"Chinese, North Indian",200,No,No,1,0.0,White,Not rated,2
Swiss Gourmessa,New Delhi,Bakery,500,No,No,2,0.0,White,Not rated,0
Truly Yours,New Delhi,"North Indian, Street Food, Fast Food",200,No,No,1,0.0,White,Not rated,0
Uttrakhand Hotel,New Delhi,North Indian,200,No,No,1,0.0,White,Not rated,0
Vandana Food Corner,New Delhi,"Fast Food, North Indian, South Indian",150,No,No,1,0.0,White,Not rated,0
Zaika Biryani,New Delhi,"Mughlai, North Indian",350,No,No,1,0.0,White,Not rated,0
Buzz,New Delhi,"North Indian, Chinese, Italian, Finger Food",2000,No,Yes,4,3.4,Orange,Average,220
Lighthouse 13,New Delhi,"North Indian, European, Chinese",2100,Yes,No,4,3.4,Orange,Average,570
Berco's,New Delhi,"Chinese, Thai",1100,No,Yes,3,3.8,Yellow,Good,565
The Great Kabab Factory,New Delhi,"North Indian, Mughlai",2200,Yes,Yes,4,3.5,Yellow,Good,498
The Tea Place by Manjushree,New Delhi,"Cafe, Beverages",700,No,No,2,4.1,Green,Very Good,92
Victoria,New Delhi,"North Indian, Chinese",1200,Yes,No,3,3.2,Orange,Average,20
Aces - The Card Room,New Delhi,Finger Food,2000,Yes,No,4,0.0,White,Not rated,2
Curzon - The Royal Bar,New Delhi,Finger Food,1000,Yes,No,3,0.0,White,Not rated,0
